week_end,pruid,prename,prfname,numtotal_atleast1dose,numtotal_1dose,numtotal_2doses,proptotal_atleast1dose,proptotal_1dose,proptotal_2doses,numweekdelta_atleast1dose,numweekdelta_2doses,propweekdelta_atleast1dose,propweekdelta_2doses
2021-04-10,60,Yukon,Yukon,23872,7096,16776,56.76781128,16.87434605,39.89347,458,4640,1.089128,11.03396
2021-04-10,61,Northwest Territories,Territoires du Nord-Ouest,24745,8276,16469,54.79285224,18.32554638,36.46731,643,2000,1.423795,4.4286
2021-04-10,62,Nunavut,Nunavut,13730,4267,9463,34.88933499,10.84288364,24.04645,316,1127,0.802988,2.863822
2021-04-10,1,Canada,Canada,7341934,6538725,803209,19.31821608,17.20479951,2.113417,1556536,87155,4.095583,0.229324
2021-04-17,59,British Columbia,Colombie-Britannique,1289370,1201132,88238,25.04743855,23.33331779,1.714121,267142,419,5.189529,0.00814
2021-04-17,48,Alberta,Alberta,932879,700554,232325,21.09690548,15.84291373,5.253992,204588,67968,4.626724,1.537085
2021-04-17,47,Saskatchewan,Saskatchewan,309482,266555,42927,26.25663772,22.6146854,3.641952,59913,1423,5.083055,0.120728
2021-04-17,46,Manitoba,Manitoba,267700,197933,69767,19.40891621,14.35063509,5.058281,51778,1252,3.754034,0.090773
2021-04-17,35,Ontario,Ontario,3493866,3148080,345786,23.71292711,21.36607173,2.346855,685544,12820,4.652799,0.08701
2021-04-17,24,Quebec,Québec,2329649,2329649,,27.16927762,27.16927762,,453756,0,5.29188,0
2021-04-17,13,New Brunswick,Nouveau-Brunswick,182761,163887,18874,23.38664271,20.97146937,2.415173,46919,3083,6.003895,0.39451
2021-04-17,12,Nova Scotia,Nouvelle-Écosse,173887,141405,32482,17.75532981,14.43864355,3.316686,57069,1363,5.827226,0.139174
2021-04-17,11,Prince Edward Island,Île-du-Prince-Édouard,33438,23866,9572,20.94784652,14.95129209,5.996554,7109,816,4.453563,0.511198
2021-04-17,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,122791,113117,9674,23.51853945,21.66564835,1.852891,22418,0,4.293789,0
2021-04-17,60,Yukon,Yukon,24317,4218,20099,57.82602492,10.0304385,47.79559,445,3323,1.058214,7.902121
2021-04-17,61,Northwest Territories,Territoires du Nord-Ouest,25374,6105,19269,56.18564691,13.51830119,42.66735,629,2800,1.392795,6.20004
2021-04-17,62,Nunavut,Nunavut,14255,3322,10933,36.22341372,8.441541941,27.78187,525,1470,1.334079,3.73542
2021-04-17,1,Canada,Canada,9199769,8299823,899946,24.20658173,21.83862919,2.367953,1857835,96737,4.888366,0.254536
